ID_star,ID_system,Name,,Karmn,GJ,RA_J2016,DE_J2016,SpT,SpTnum,SpT_ref,SKG,SKG_ref,Nplanet,Pl_Ref,Type,Class,Component,System,SB,SB_ref,object_type,Notes_multiplicity,WDS_id,WDS_disc,WDS_comp,WDS_obs1,WDS_obs2,WDS_nobs,WDS_pa2,WDS_sep2,WDS_mag1,WDS_mag2,s01,rho01,s02,rho02,theta01,theta02,M_Msol,eM_Msol,R_Rsol,eR_Rsol,MR_ref,M01,eM01,R01,eR01,M02,eM02,R02,eR02,q,Porb_d,ePorb_d,Porb_ref,a_au,a_ref,Teff_K,eTeff_K,Teff_ref,logg,elogg,L_Lsol,eL_Lsol,L_ref,MG_mag,eMG_mag,Mass_A,eMass_A,Mass_B,eMass_B,Mass_tot,eMass_tot,Ug_J,eUg_J,Porb_a,ePorb_a,muratio,deltaPA,deltad,crit_parity,crit_ruwe,crit_ipd,crit_rv,crit_rv_error,crit_fmp,crit_non_single,crit_DR3_non_single,Candidate,Bool_rho,Bool_new,HR_num,Bool_HR,Bool_MM,Bool_Lbol,Bool_DR2,Bool_FGK,Bool_WD,Bool_OBA,Bool_NMS,Bool_UCD,Bool_widest,GaiaDR3_id,GaiaDR2_id,2MASS_id,AllWISE_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_ref,d_pc,ed_pc,d01,ed01,d02,ed02,d03,ed03,d04,ed04,pm,pm_error,pm_ref,pmra,pmra_error,pmdec,pmdec_error,pmA,pmra_A_mas,epmra_A_mas,pmdec_A_mas,epmdec_A_mas,pmB,pmra_B_mas,epmra_B_mas,pmdec_B_mas,epmdec_B_mas,pmC,pmra_C_mas,epmra_C_mas,pmdec_C_mas,epmdec_C_mas,rv,rv_error,rv_ref,ruwe,l,b,RA_J2000,DE_J2000,BP_mag,eBP_mag,G_mag,eG_mag,RP_mag,eRP_mag,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,Qf_2M,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Qf_W,astrometric_excess_noise,astrometric_excess_noise_sig,phot_bp_rp_excess_factor,phot_bp_n_blended_transits,phot_rp_n_blended_transits,phot_variable_flag,rv_chisq_pvalue,rv_amplitude_robust,rv_nb_transits,rv_renormalised_gof,astrometric_n_obs_al,astrometric_n_good_obs_al,ipd_gof_harmonic_amplitude,ipd_frac_multi_peak,duplicated_source
1341,,Wolf 398,,J11289+101,,11:28:55.45,+10:10:48.2,M4.0 V,74.0,2014AJ....147...20N,,,0,,Single,,-,,,-,High proper motion,CRC 18 is optical,,,,,,,,,,,,,,,,,0.26620,0.01060,0.27510,0.00540,This work,,,,,,,,,,,,,,,3405,33,Marf21,4.50,0.25,0.0091652710,0.0000574144,This work,10.8065,0.0032,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,3915363693944966528,3915363693944242304,11285624+1010395,J112855.71+101045.2,172.23102334262400,0.04170852154493330,10.180048632014200,0.035981178283691400,78.29245175702430,0.04499253,DR3,12.772623382691300,0.00734007720830995,12.772623382691300,0.00734007720830995,,,,,,,935.038416430009,0.0721932719040327,DR3,-750.3284880325180,0.057696752,557.9462341899750,0.04339301,935.038416430009,-750.328488032518,0.057696752,557.946234189975,0.04339301,,,,,,,,,,,36.73968,0.19940084,DR3,1.1861364,250.08223810983400,64.21136993809070,172.234347,10.177650,12.8511,0.0033,11.3379,0.0029,10.1318,0.0039,8.478,0.032,7.994,0.038,7.671,0.023,AAA,7.506,0.032,7.337,0.020,7.248,0.019,7.153,0.125,AAAB,0.3761405646801000,176.347900390625,1.4583875,0,0,NOT_AVAILABLE,0.9877668,1.3771133,12,-2.938557,221,220,0.033691924065351500,0,False
1342,,K2-18,,J11302+076,,11:30:14.43,+07:35:16.1,dM2.5,72.5,2019A&A...625A..68S,LA,This work,2,Clou17 Sar21,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.43290,0.01250,0.43310,0.00620,This work,,,,,,,,,,,,,,,3563,25,Marf21,5.00,0.25,0.0272307270,0.0001613848,This work,9.4962,0.0036,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,3910747531814692736,3910747531814692736,11301450+0735180,J113014.45+073516.8,172.5601297577740,0.021998509764671300,7.58781312214569,0.020027805119752900,26.246877164178800,0.026618555,DR3,38.09977064108710,0.038639295408494100,38.09977064108710,0.038639295408494100,,,,,,,155.459589563234,0.0346024085136838,DR3,-80.47898512176960,0.025736606,-133.00683042964100,0.023129068,155.459589563234,-80.4789851217696,0.025736606,-133.006830429641,0.023129068,,,,,,,,,,,0.019174622,0.52286136,DR3,1.4287813,254.63264917960600,62.575070461300800,172.560455,7.588348,13.7114,0.0033,12.4008,0.0028,11.2697,0.0039,9.763,0.028,9.135,0.026,8.899,0.019,AAA,8.769,0.023,8.668,0.020,8.552,0.025,8.587,0.379,AAAC,0.1595727652311330,25.26396942138670,1.4098266,0,0,NOT_AVAILABLE,0.7929413,5.9440813,14,-0.8602049,198,197,0.06165366619825360,0,False
1343,,LP 672-42,,J11306-080,,11:30:41.44,-08:05:38.9,M3.5 V,73.5,2015A&A...577A.128A,,,0,,Single,,-,,,-,High proper motion,Perturbation in RECONS astrometry (Vri20),,,,,,,,,,,,,,,,,0.34250,0.01130,0.34740,0.00560,This work,,,,,,,,,,,,,,,3486,28,Marf21,5.00,0.25,0.0160568170,0.0000704747,This work,10.1725,0.0029,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,3592769731134725248,3592769731134725248,11304179-0805425,J113041.56-080540.1,172.6726859278840,0.02166418544948100,-8.094129760812050,0.016981443390250200,74.20466310328090,0.024746155,DR3,13.476242033579000,0.00449412692186612,13.476242033579000,0.00449412692186612,,,,,,,437.48712884901,0.0377511251359817,DR3,-353.5785395243240,0.031208161,257.6377384941810,0.021241425,437.48712884901,-353.578539524324,0.031208161,257.637738494181,0.021241425,,,,,,,,,,,16.592802,0.21413568,DR3,0.98348266,271.0387658707910,49.71118937390470,172.674145,-8.095158,12.2645,0.0042,10.8203,0.0028,9.6401,0.0041,8.033,0.019,7.457,0.026,7.152,0.017,AAA,6.922,0.056,6.855,0.020,6.812,0.016,6.597,0.071,AAAA,0.1463613212108610,21.237102508544900,1.4399393,0,0,NOT_AVAILABLE,0.7161204,2.0728455,14,-3.0058012,220,220,0.027566025033593200,0,False
1344,368,StKM 1-950,,J11307+549,,11:30:43.80,+54:57:29.1,M1.0 V,71.0,2013AJ....145..102L,,,0,,Multiple,Double*,A,A+B,,-,High proper motion,,,,,,,,,,,,,,,,,,0.64080,0.02670,0.61010,0.01200,This work,,,,,,,,,,,,,,,3800,50,This work,4.50,0.25,0.0835355000,0.0005438761,This work,7.9891,0.0032,0.6408,0.0267,,,0.7714,0.0284,,,,,,,,,False,False,False,False,False,0,,false,true,true,4,true,true,true,false,false,false,false,false,false,false,844502106400567552,844502106400567552,11304372+5457275,J113043.77+545728.5,172.68248048058900,0.010490672662854200,54.95809713942690,0.012547648511827000,24.778012070855600,0.017687509,DR3,40.35836277504360,0.028809369483215400,40.35836277504360,0.028809369483215400,40.43480483421340,0.09131558022205520,,,,,111.401825363896,0.020636284001995,DR3,32.44570015200500,0.013025905,106.5722442104610,0.016005687,111.401825363896,32.445700152005,0.013025905,106.572244210461,0.016005687,112.072648552307,33.4576783272315,0.04272145,106.961966672647,0.052148458,,,,,,-38.791985,0.18661384,DR3,1.2578925,145.2306707783670,58.537072441624900,172.682182,54.957657,11.9830,0.0029,11.0188,0.0028,10.0455,0.0038,8.846,0.039,8.142,0.042,7.925,0.023,AAA,7.850,0.027,7.896,0.020,7.798,0.019,7.589,0.211,AAAB,0.15276774764061000,48.930755615234400,1.3301216,0,0,VARIABLE,0.8671314,3.920433,38,-1.7564352,661,652,0.009445796720683580,0,False
1346,,GJ 3668,,J11311-149,3668,11:31:08.84,-14:57:43.2,M5.0 V,75.0,2013A&A...556A..15R,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.18160,0.01060,0.19490,0.00630,This work,,,,,,,,,,,,,,,3100,50,This work,4.00,0.25,0.0031596780,0.0000215763,This work,12.2578,0.0030,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,3560746351897773952,3560746351897773952,11310835-1457201,J113108.68-145735.8,172.7868136620020,0.03884558007121090,-14.962011892010500,0.028556564822793000,86.9000482194625,0.047576394,DR3,11.507473476591600,0.006300158668315410,11.507473476591600,0.006300158668315410,,,,,,,1433.08323584707,0.064216233387224,DR3,405.8248190963970,0.055102084,-1374.42125168061,0.032977037,1433.08323584707,405.824819096397,0.055102084,-1374.42125168061,0.032977037,,,,,,,,,,,-1.2860411,0.34013402,DR3,1.9028686,275.6727865370930,43.61926298901770,172.784826,-14.955598,14.4451,0.0030,12.5627,0.0028,11.2582,0.0038,9.359,0.026,8.764,0.044,8.497,0.023,AAA,8.232,0.023,8.077,0.020,7.924,0.020,7.712,0.164,AAAB,0.36159226298332200,228.40447998046900,1.527606,1,0,NOT_AVAILABLE,0.48724023,6.463186,34,-0.3853971,549,548,0.016971005126833900,5,False
1347,,LP 552-68,,J11315+022,,11:31:32.21,+02:13:34.8,M2.5 V,72.5,2013AJ....145..102L,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.48400,0.01840,0.48150,0.01380,This work,,,,,,,,,,,,,,,3500,50,This work,5.00,0.25,0.0313427930,0.0001505781,This work,9.2376,0.0031,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,3800049044727527936,3800049044727527936,11313285+0213428,J113132.42+021337.5,172.88421324260200,0.01873568445444110,2.2263392064237500,0.014563839882612200,35.62015877497850,0.020135034,DR3,28.073990526467100,0.015869405786118200,28.073990526467100,0.015869405786118200,,,,,,,792.85770920187,0.0315888972884884,DR3,-607.0317248466180,0.02470751,-510.0351282711580,0.019682413,792.85770920187,-607.031724846618,0.02470751,-510.035128271158,0.019682413,,,,,,,,,,,43.234123,0.33224836,DR3,0.97163033,262.00182667768300,58.597587642441000,172.886876,2.228582,12.6903,0.0030,11.4791,0.0028,10.3837,0.0039,8.999,0.022,8.394,0.031,8.193,0.021,AAA,8.005,0.024,7.891,0.020,7.826,0.020,7.671,0.186,AAAB,0.12956209480762500,20.086721420288100,1.3921673,1,0,NOT_AVAILABLE,0.7022738,2.9418182,14,-1.3056617,223,222,0.010536877438426000,0,False
1348,,Ross 903,,J11317+226,,11:31:42.72,+22:40:02.2,M0.5 V,70.5,1995AJ....110.1838R,HS,This work,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.56800,0.02800,0.54530,0.01260,This work,,,,,,,,,,,,,,,3700,50,This work,4.50,0.25,0.0567555700,0.0003301700,This work,8.4739,0.0029,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,3980560507224374400,3980560507224374400,11314339+2240016,J113142.95+224002.1,172.927987345748,0.01769973710179330,22.667285749077600,0.015615909360349200,63.21478181647070,0.020612067,DR3,15.81908489225300,0.00515803469233599,15.81908489225300,0.00515803469233599,,,,,,,585.583634774137,0.0263138119522795,DR3,-584.6632692428020,0.019759463,32.818514798943000,0.017377581,585.583634774137,-584.663269242802,0.019759463,32.818514798943,0.017377581,,,,,,,,,,,-5.09358,0.1896315,DR3,1.0866101,222.42065928733700,71.40186354365220,172.930807,22.667122,10.5149,0.0033,9.4698,0.0028,8.4578,0.0039,7.171,0.030,6.545,0.044,6.322,0.017,AAA,6.242,0.093,6.044,0.034,6.118,0.016,5.961,0.049,AAAA,0.11620773375034300,14.030580520629900,1.3460766,0,0,VARIABLE,0.44663846,1.4851761,10,-0.75265855,198,194,0.039224859327077900,0,False
1349,,GJ 3672,,J11351-056,3672,11:35:07.66,-05:39:38.2,M4.5 V,74.5,1995AJ....110.1838R,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.19420,0.01100,0.20680,0.00670,This work,,,,,,,,,,,,,,,3100,50,This work,5.50,0.25,0.0035582064,0.0000190163,This work,12.0372,0.0029,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,3593710810008880768,3593710810008880768,11350732-0539219,J113507.55-053933.2,173.78192861875100,0.020861178636550900,-5.660621525774670,0.014017350971698800,54.82566110861920,0.019936595,DR3,18.239634138087700,0.006632591224733300,18.239634138087700,0.006632591224733300,,,,,,,994.667142960482,0.0330461999340266,DR3,300.58216628001600,0.028065257,-948.1630063441520,0.017446853,994.667142960482,300.582166280016,0.028065257,-948.163006344152,0.017446853,,,,,,,,,,,29.22092,1.4545064,DR3,1.248617,270.7383624353970,52.37556753566610,173.780513,-5.656107,15.1443,0.0039,13.3423,0.0028,12.0680,0.0039,10.269,0.029,9.678,0.029,9.355,0.026,AAA,9.137,0.022,8.972,0.020,8.801,0.028,8.513,0.343,AAAB,0.09887825697660450,6.296966552734380,1.4991336,0,0,NOT_AVAILABLE,0.54267263,14.386616,13,-0.03886264,207,206,0.01595543697476390,0,False
1350,369,GJ 3673,,J11355+389,3673,11:35:30.94,+38:55:33.4,M3.5 V,73.5,1995AJ....110.1838R,,,0,,Multiple,Double,A,AB,,-,High proper motion,,,,,,,,,,,,,,,,,,0.3859,0.0332,0.3816,0.0164,This work,,,,,,,,,,,,,,,,,,,,,,,9.8881,0.0764,0.3859,0.0332,,,0.7318,0.0476,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,false,true,false,false,false,false,false,false,false,766993095440555520,766993095440555520,11353198+3855372,J113531.25+385534.5,173.87889679448800,5.849745273590090,38.92593500142620,7.91483736038208,31.040489736294400,1.0911782746100100,DR2,32.215986554836500,1.1325009663962300,32.215986554836500,1.1325009663962300,32.215986554836500,1.1325009663962300,,,,,754.701468175484,1.8351588558873,DR2,-719.7201269455570,1.271105597340800,-227.10624151639200,1.3236686091127400,754.701468175484,-719.720126945557,1.2711055973408,-227.106241516392,1.32366860911274,754.701468175484,-719.720126945557,1.2711055973408,-227.106241516392,1.32366860911274,,,,,,,,-,,171.4468480498020,70.25923635758170,173.883251,38.927025,13.3845,0.0030,12.4285,0.0029,10.6843,0.0039,9.034,0.020,8.432,0.023,8.188,0.021,AAA,8.031,0.023,7.890,0.021,7.775,0.019,7.744,0.175,AAAB,85.07286834716800,9060489.0,2.3989904,36,32,NOT_AVAILABLE,,,,,414,414,0.29749178886413600,77,False
1352,,Ross 112,,J11376+587,,11:37:38.30,+58:42:38.2,M2.5 V,72.5,2013AJ....145..102L,,,0,,Single*,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.55250,0.02830,0.53150,0.01270,This work,,,,,,,,,,,,,,,3500,50,This work,4.50,0.25,0.0611035560,0.0005802159,This work,8.5821,0.0071,,,,,,,,,,,,,,,True,False,False,False,False,0,,true,true,false,4,true,false,true,false,false,false,false,false,false,false,858104955021488640,858104955021488640,11373898+5842427,J113738.51+584239.6,174.4095890760800,0.051860399544239000,58.710605750753600,0.06082325056195260,25.18992183610420,0.07619841,DR3,39.698416156525000,0.12008596971150200,39.698416156525000,0.12008596971150200,,,,,,,414.058722385006,0.099163864520724,DR3,-309.0402852685280,0.06629002,-275.56982357335500,0.07375029,414.058722385006,-309.040285268528,0.06629002,-275.569823573355,0.07375029,,,,,,,,,,,,,-,4.1611266,139.9832386157950,55.907146465192700,174.412443,58.711876,12.8356,0.0031,11.5760,0.0028,10.4599,0.0038,8.978,0.029,8.360,0.017,8.099,0.017,AAA,7.944,0.023,7.885,0.020,7.799,0.018,7.690,0.149,AAAB,0.739366888999939,899.6058959960940,1.4039356,10,9,VARIABLE,,,,,469,469,0.01082521677017210,0,False
1353,,LP 19-403,,J11404+770,,11:40:27.09,+77:04:19.0,M2.0 V,72.0,2013AJ....145..102L,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.55210,0.02830,0.53110,0.01270,This work,,,,,,,,,,,,,,,3600,50,This work,4.50,0.25,0.0558907760,0.0002638625,This work,8.5849,0.0029,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,1080741250599118720,1080741250599118720,11402966+7704189,J114027.96+770418.9,175.1128820972990,0.01130061037838460,77.07194122821160,0.011389547027647500,35.77593626233310,0.012945578,DR3,27.95174926149610,0.010114383803901100,27.95174926149610,0.010114383803901100,,,,,,,542.428469234343,0.0213459725136523,DR3,-542.3920777828970,0.01444456,6.283167534363420,0.0157164,542.428469234343,-542.392077782897,0.01444456,6.28316753436342,0.0157164,,,,,,,,,,,-27.8961,0.20014058,DR3,1.0599504,127.99128280095400,39.35067558771190,175.123623,77.071930,11.9662,0.0031,10.8169,0.0028,9.7510,0.0039,8.379,0.023,7.718,0.031,7.479,0.031,AAA,7.325,0.035,7.347,0.019,7.264,0.017,7.231,0.089,AAAA,0.10534083843231200,15.034124374389600,1.3751749,18,0,VARIABLE,0.86400944,1.8393841,15,-1.9589796,365,364,0.01179211214184760,0,False
1354,,Ross 1003,,J11417+427,,11:41:43.80,+42:45:05.7,M4.0 V,74.0,2013AJ....145..102L,LA/IC2391,Gag18b,2,Hag10 Tri18,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.35030,0.01360,0.35470,0.00900,This work,,,,,,,,,,,,,,,3387,43,Marf21,4.00,0.25,0.0149178500,0.0000651689,This work,10.3699,0.0029,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,772430527947893632,772430527947893632,11414471+4245072,J114144.08+424506.2,175.43249920719000,0.019227588549256300,42.75157375642010,0.019362010061740900,90.68960370416660,0.025770951,DR3,11.026622227417000,0.003133397098582960,11.026622227417000,0.003133397098582960,,,,,,,582.491126792714,0.0356111333380361,DR3,-575.5275719239160,0.02583079,-89.7993694165327,0.024513733,582.491126792714,-575.527571923916,0.02583079,-89.7993694165327,0.024513733,,,,,,,,,,,-8.965594,0.22463194,DR3,1.2510893,160.61811033731600,68.91631089620600,175.436318,42.752026,12.1394,0.0035,10.5821,0.0028,9.3610,0.0039,7.608,0.018,7.069,0.023,6.822,0.016,AAA,6.672,0.078,6.443,0.024,6.446,0.015,6.254,0.047,AAAA,0.20420382916927300,54.17786407470700,1.4689437,1,0,NOT_AVAILABLE,0.33348945,2.240744,13,-2.8788538,328,326,0.01620493084192280,0,False
1355,,Ross 115,,J11420+147,,11:42:01.43,+14:46:39.9,M3.0 V,73.0,2013AJ....145..102L,,,0,,Single,,-,,,-,High proper motion,WDS entries are optical,,,,,,,,,,,,,,,,,0.46490,0.01810,0.46330,0.01370,This work,,,,,,,,,,,,,,,3400,50,This work,4.50,0.25,0.0258471350,0.0001314852,This work,9.6003,0.0033,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,3924206653650135168,3924206653650135168,11420176+1446357,J114201.53+144638.6,175.50595889314800,0.020646434277296100,14.777753705338200,0.024838773533701900,40.702853105553,0.034098335,DR3,24.56830231057130,0.020581805417783900,24.56830231057130,0.020581805417783900,,,,,,,353.985648865299,0.0337534969814333,DR3,-272.1280732379220,0.02459662,226.38937995940300,0.023115035,353.985648865299,-272.128073237922,0.02459662,226.389379959403,0.023115035,,,,,,,,,,,10.237303,0.3002469,DR3,1.1185743,246.83541158051400,69.66675440773560,175.507366,14.776593,12.8973,0.0033,11.5522,0.0028,10.4080,0.0039,8.859,0.026,8.211,0.018,7.959,0.021,AAA,7.829,0.029,7.735,0.020,7.652,0.019,7.421,0.169,AAAB,0.1486535519361500,26.13277816772460,1.4175522,0,0,NOT_AVAILABLE,0.858095,2.5879736,15,-1.8031305,191,191,0.0208416897803545,0,False
1356,,Ross 905,,J11421+267,,11:42:12.16,+26:42:10.6,M2.5 V,72.5,2015A&A...577A.128A,,,1,Butl04,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.41400,0.01230,0.41510,0.00620,This work,,,,,,,,,,,,,,,3533,26,Marf21,5.00,0.25,0.0241903740,0.0001199158,This work,9.6314,0.0029,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,4017860992519744384,4017860992519744384,11421096+2642251,J114211.79+264215.1,175.55067547083900,0.01998319663107400,26.70295395358740,0.02264038845896720,102.30138546700700,0.030192282,DR3,9.775038680414630,0.0028849142467886500,9.775038680414630,0.0028849142467886500,,,,,,,1209.56397819585,0.0357833084371082,DR3,895.08752383054,0.025999313,-813.5498399187830,0.024586193,1209.56397819585,895.08752383054,0.025999313,-813.549839918783,0.024586193,,,,,,,,,,,8.869629,0.15878437,DR3,1.1253774,210.5568295294850,74.57249483219500,175.545669,26.706980,10.8930,0.0029,9.5820,0.0028,8.4438,0.0038,6.900,0.024,6.319,0.023,6.073,0.016,AAA,6.017,0.110,5.690,0.048,5.760,0.014,5.580,0.039,BAAA,0.15350425243377700,23.63965606689450,1.4176983,0,0,NOT_AVAILABLE,0.6062577,0.9010143,9,-3.5003505,187,185,0.030980495736002900,2,False
1357,370,LP 375-23,,J11423+230,,11:42:18.14,+23:01:37.3,M0.5 V,70.5,2013AJ....145..102L,,,0,,Multiple,Double,A,A+B,,-,High proper motion,,,,,,,,,,,,,,,,,,0.58170,0.02770,0.55750,0.01250,This work,,,,,,,,,,,,,,,3868,4,This work,5.27,0.04,0.0562022800,0.0002633862,This work,8.3803,0.0032,0.5817,0.0277,,,0.8754,0.0307,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,3980045523465047168,3980045523465047168,11421839+2301365,J114218.22+230137.1,175.57556859536800,0.015180481597781200,23.027039354714900,0.016582485288381600,32.36972061451370,0.024075957,DR3,30.8930686152301,0.02297765249307830,30.8930686152301,0.02297765249307830,30.860650445144400,0.022060819672195100,,,,,209.119618820448,0.025798696967853,DR3,-204.89148844107900,0.017585725,41.838892671874600,0.018876309,209.119618820448,-204.891488441079,0.017585725,41.8388926718746,0.018876309,209.270704571749,-204.91122940361,0.016580787,42.492538830451300,0.017585922,,,,,,-0.078629315,0.18609828,DR3,1.0406826,223.8145203619200,73.83282764327970,175.576649,23.026825,11.8013,0.0033,10.8296,0.0028,9.8569,0.0039,8.649,0.026,8.002,0.021,7.805,0.024,AAA,7.660,0.028,7.669,0.020,7.591,0.019,7.340,0.131,AAAB,0.07844947278499600,6.869635105133060,1.327496,0,0,NOT_AVAILABLE,0.98090917,1.0521955,10,-2.3460567,148,147,0.03461969271302220,0,False
1359,,GJ 3682,,J11433+253,3682,11:43:23.27,+25:18:13.2,M4.0 V,74.0,2014AJ....147...20N,HS,This work,0,,Single*,,-,,,-,Low-Mass,,,,,,,,,,,,,,,,,,0.44350,0.01750,0.44310,0.01310,This work,,,,,,,,,,,,,,,3500,50,This work,2.50,0.25,0.0265458700,0.0004178127,This work,10.0556,0.0139,,,,,,,,,,,,,,,True,False,False,False,True,0,,true,true,false,4,true,false,true,false,false,false,false,false,false,false,4005307284150108800,n/a,11432359+2518137,J114323.37+251813.4,175.84694364908000,0.13372096419334400,25.30366592342680,0.15181036293506600,27.75352667208510,0.17143553,DR3,36.031456896100100,0.22256890025684800,36.031456896100100,0.22256890025684800,,,,,,,229.775113653287,0.238038157231853,DR3,-228.53517063058000,0.18021592,-23.838595580122900,0.1555133,229.775113653287,-228.53517063058,0.18021592,-23.8385955801229,0.1555133,,,,,,,,,,,-14.941949,2.740776,DR3,3.0445502,215.918570691624,74.64082569874600,175.848315,25.303820,14.1165,0.0058,12.8390,0.0035,11.2707,0.0045,9.507,0.018,8.886,0.021,8.638,0.018,AAA,8.481,0.023,8.333,0.020,8.203,0.022,7.834,0.187,AAAB,1.2286964654922500,1078.5594482421900,2.0081482,0,0,NOT_AVAILABLE,,,2,0.7244229,214,207,0.049227453768253300,99,False
1360,,LP 433-47,,J11451+183,,11:45:11.57,+18:20:53.8,M4.0 V,74.0,2015A&A...577A.128A,,,0,,Single,,-,,,-,High proper motion,GIC 101 discarded by Cab09,,,,,,,,,,,,,,,,,0.46300,0.01840,0.46150,0.01400,This work,,,,,,,,,,,,,,,3300,50,This work,4.50,0.25,0.0227606610,0.0001263547,This work,9.8538,0.0037,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,3974796042637565696,3974796042637565696,11451191+1820587,J114511.67+182055.3,176.2981961481580,0.024309197440743400,18.34827450585340,0.03406770899891850,36.357376976001100,0.03860856,DR3,27.504734476859600,0.029207777888786000,27.504734476859600,0.029207777888786000,,,,,,,411.302420780023,0.0535336687246979,DR3,-293.25889196202700,0.033354074,-288.3901933573880,0.041873135,411.302420780023,-293.258891962027,0.033354074,-288.390193357388,0.041873135,,,,,,,,,,,36.4268,0.5530931,DR3,1.3375034,239.3971159096220,72.40897541865670,176.299653,18.349642,13.5692,0.0040,12.0508,0.0029,10.8471,0.0041,9.162,0.022,8.530,0.021,8.260,0.016,AAA,8.117,0.023,8.006,0.020,7.929,0.021,7.860,0.185,AAAB,0.18613947927951800,35.44767761230470,1.4546249,2,0,NOT_AVAILABLE,0.11721206,6.60001,14,0.72554547,167,166,0.06194814667105680,0,False
1361,,GJ 443,,J11467-140,443,11:46:43.69,-14:01:04.4,M3.0 V,73.0,1995AJ....110.1838R,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.47170,0.02990,0.45910,0.01350,This work,,,,,,,,,,,,,,,3565,20,Marf21,4.00,0.25,0.0379076820,0.0002639050,This work,9.1784,0.0033,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,3573119499842945280,3573119564265842432,11464282-1400504,J114643.42-140100.0,176.68206095689000,0.03137785196304320,-14.017879008158000,0.025680556893348700,51.57618845808180,0.04271119,DR3,19.38879219065870,0.016056215317244500,19.38879219065870,0.016056215317244500,,,,,,,1059.90470212597,0.0523689076607727,DR3,710.864871406546,0.041218206,-786.1737162923370,0.03230421,1059.90470212597,710.864871406546,0.041218206,-786.173716292337,0.03230421,,,,,,,,,,,20.049524,0.19392663,DR3,1.1660542,280.0491569884820,45.95903789465890,176.678427,-14.014026,11.9312,0.0031,10.6162,0.0028,9.4693,0.0038,7.965,0.027,7.275,0.042,7.069,0.021,AAA,6.924,0.063,6.849,0.020,6.808,0.017,6.678,0.078,AAAA,0.3168620467185970,154.33860778808600,1.4264946,0,0,NOT_AVAILABLE,0.10420263,2.7216778,23,0.07672689,445,442,0.02850431576371190,3,False
